SI_ID;Date;Starttime;Endtime;Gear;Gear_Multiplier;Sampler_ID;Depth;Boat_Shore;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;GPSpoint1;GPSpoint2;Temperature_C;TempSampleTime;Salinity_PSU;Conductivity_myS_cm;Oxygenlevel_perc;Oxygenlevel_mgL;Visibility_cm;Vegetation;Notes;Lure_Type;Lure_Length;GSPdevice;NetHours;Site;Bites;Follower;Lure_Color;Wind;pH;Transect_Length_m;Schongebietsvergleich;Paired_Design;Comparison_Area_Name;Captured_Pike_No;EnterDate;Lure_Length_mm;Lure_ID;Zone;GPS_Track;Net_ID;Safe_Bites
383;2020-03-06;10:00:00;14:30:00;A;4;1;S;Shore;GJB;NA;NA;54.55635;13.4896;8;NA;4.9;10:00:00;6.8;12320;99.4;12.51;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;2020-03-05;09:45:00;11:12:00;A;5;46;S;Boat;BAT;NA;NA;NA;NA;80;NA;4.6;09:45:00;10.7;18720;103;13.3;NA;0;5;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
385;2020-03-05;11:31:00;15:10:00;A;5;46;S;Boat;BAT;NA;NA;NA;NA;81;NA;4.6;09:45:00;10.7;18720;103;13.3;NA;0;5;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;2020-03-05;15:22:00;18:00:00;A;5;46;S;Boat;BAT;NA;NA;NA;NA;82;NA;4.6;09:45:00;10.7;18720;103;13.3;NA;0;5;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
387;2020-03-11;NA;NA;S;8;47;S;Boat;GB;NA;NA;54.289983;13.704633;NA;NA;6.9;16:26:00;7.7;13730;110.7;13.53;NA;0;8;NA;NA;NA;120,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
388;2020-03-11;NA;NA;R;0.7;20;M;Boat;P;NA;NA;NA;NA;NA;NA;6.3;10:00:00;2.9;5450;105.3;12.94;NA;0;0.7;NA;NA;NA;312,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
389;2020-03-09;NA;NA;R;0.68;20;M;Boat;P;NA;NA;NA;NA;NA;NA;NA;10:45:00;0;NA;NA;NA;NA;0;0.68;NA;NA;NA;1032,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
390;2020-03-09;17:00:00;05:00:00;R;1;45;S;Boat;S;NA;NA;54.365617;13.114933;NA;NA;NA;14:00:00;0;NA;NA;NA;NA;0;1;NA;NA;NA;72,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
391;2020-03-10;18:00:00;05:00:00;R;1;45;S;Boat;S;NA;NA;54.365617;13.114933;NA;NA;4.9;08:45:00;7.9;14120;101.5;12.87;NA;0;1;NA;NA;NA;24,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
392;2020-03-11;13:30:00;15:05:00;A;4;5;NA;Boat;P;NA;NA;NA;NA;86;NA;5.7;13:30:00;3;5710;120.3;15.01;NA;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
393;2020-03-11;15:18:00;16:15:00;A;4;5;NA;Boat;P;NA;NA;NA;NA;87;NA;5.7;13:30:00;3;5710;120.3;15.01;NA;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
394;2020-03-11;16:22:00;18:00:00;A;4;5;NA;Boat;P;NA;NA;NA;NA;89;NA;5.7;13:30:00;3;5710;120.3;15.01;NA;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
395;2020-03-11;09:00:00;10:00:00;A;2;1;S;Shore;GJB;NA;NA;54.54617;13.3821;NA;NA;8.5;13:34:00;8.2;14590;133.9;15.65;NA;0;2;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
396;2020-03-11;10:00:00;11:00:00;A;2;1;S;Shore;GJB;NA;NA;54.54617;13.3821;NA;NA;8.5;13:34:00;8.2;14590;133.9;15.65;NA;0;2;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
397;2020-03-11;11:00:00;11:30:00;A;2;1;S;Shore;GJB;NA;NA;54.54617;13.3821;NA;NA;8.5;13:34:00;8.2;14590;133.9;15.65;NA;0;2;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
398;2020-03-10;14:15:00;16:00:00;A;2;1;S;Shore;BAT;NA;NA;54.43606;13.00148;85;NA;6.1;16:00:00;9.5;16690;106.1;13.25;NA;0;2;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
399;2020-03-10;14:15:00;16:00:00;A;2;1;S;Shore;BAT;NA;NA;54.43606;13.00148;85;NA;6.1;16:00:00;9.5;16690;106.1;13.25;NA;0;2;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
400;2020-03-10;14:15:00;16:00:00;A;1;1;S;Shore;BAT;NA;NA;54.43606;13.00148;85;NA;6.1;16:00:00;9.5;16690;106.1;13.25;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
401;2020-03-10;11:00:00;13:30:00;A;1;49;S;NA;KB;NA;NA;NA;NA;NA;NA;5.8;13:40:00;7.3;13000;124.9;15.2;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
402;2020-03-10;11:00:00;13:30:00;A;1;49;S;NA;KB;NA;NA;NA;NA;NA;NA;5.8;13:40:00;7.3;13000;124.9;15.2;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403;2020-03-10;11:00:00;13:30:00;A;1;49;S;NA;KB;NA;NA;NA;NA;NA;NA;5.8;13:40:00;7.3;13000;124.9;15.2;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;2020-03-13;10:15:00;10:40:00;A;1;1;S;Shore;P;NA;NA;54.1008955;13.8023807;NA;NA;5.6;10:45:00;3;5800;110;13.76;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;2020-03-13;10:15:00;10:40:00;A;1;1;S;Shore;P;NA;NA;54.1008955;13.8023807;NA;NA;5.6;10:45:00;3;5800;110;13.76;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;2020-03-13;10:15:00;10:40:00;A;1;1;S;Shore;P;NA;NA;54.1008955;13.8023807;NA;NA;5.6;10:45:00;3;5800;110;13.76;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;2020-03-12;11:20:00;12:35:00;A;2;49;F;Shore;GB;NA;NA;NA;NA;90;NA;7.9;12:45:00;6.3;11980;59.6;9.55;NA;0;2;W;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;2020-03-12;11:20:00;12:35:00;A;1;49;F;Shore;GB;NA;NA;NA;NA;90;NA;7.9;12:45:00;6.3;11980;59.6;9.55;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;2020-03-13;11:15:00;12:30:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;2020-03-13;11:15:00;13:30:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;2020-03-13;11:15:00;13:30:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;2020-03-13;12:30:00;13:30:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;2020-03-13;14:30:00;15:15:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;2020-03-13;14:30:00;15:30:00;A;1;1;S;Shore;P;NA;NA;54.136606;13.74648;NA;NA;5.6;15:15:00;3.7;6900;110.7;13.46;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;2020-03-12;NA;NA;R;0.97;16;NA;Boat;SB;NA;NA;NA;NA;NA;NA;6.8;11:20:00;8.6;15310;93.4;11.03;NA;0;0.97;NA;NA;NA;504,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;2020-03-09;NA;NA;R;1.02;16;NA;Boat;SB;NA;NA;NA;NA;12;NA;5.6;12:50:00;9;15960;105.7;13.1;NA;0;1.02;NA;NA;NA;408,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;2020-03-20;09:00:00;09:30:00;A;3;49;S;Boat;BAT;NA;NA;NA;NA;98;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;3;W;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;2020-03-20;09:00:00;09:30:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;98;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
419;2020-03-20;09:40:00;12:45:00;A;3;49;S;Boat;BAT;NA;NA;NA;NA;99;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;3;W;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
420;2020-03-20;09:40:00;12:45:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;99;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
421;2020-03-20;13:15:00;16:35:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;100;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
422;2020-03-20;13:15:00;16:35:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;100;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
423;2020-03-20;13:15:00;16:35:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;100;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;W;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
424;2020-03-20;13:15:00;16:35:00;A;1;49;S;Boat;BAT;NA;NA;NA;NA;100;NA;7.5;NA;8.6;15290;97.1;11.74;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
425;2020-03-19;13:00:00;15:00:00;A;1;1;S;Boat;GB;NA;NA;54.161667;13.687399;NA;NA;8.9;NA;6.7;12070;105.1;12.37;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
426;2020-03-19;13:00:00;15:00:00;A;1;1;S;Boat;GB;NA;NA;54.161667;13.687399;NA;NA;8.9;NA;6.7;12070;105.1;12.37;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
427;2020-03-19;13:00:00;15:00:00;A;1;1;S;Boat;GB;NA;NA;54.161667;13.687399;NA;NA;8.9;NA;6.7;12070;105.1;12.37;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
428;2020-03-19;15:15:00;17:00:00;A;1;1;S;Boat;P;NA;NA;54.136914;13.74737;NA;NA;7.2;NA;5.4;9820;129.5;15.61;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
429;2020-03-19;15:15:00;17:00:00;A;1;1;S;Boat;P;NA;NA;54.136914;13.74737;NA;NA;7.2;NA;5.4;9820;129.5;15.61;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
430;2020-03-19;15:15:00;17:00:00;A;1;1;S;Boat;P;NA;NA;54.136914;13.74737;NA;NA;7.2;NA;5.4;9820;129.5;15.61;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
431;2020-03-18;NA;NA;S;8;47;S;Boat;GB;NA;NA;54.289983;13.704633;NA;NA;6.5;10:00:00;7.8;14000;105.5;13.15;NA;0;8;NA;NA;NA;96,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
432;2020-03-18;10:00:00;16:30:00;A;1;1;S;Boat;GB;NA;NA;54.2542;13.29758;NA;NA;7.4;17:30:00;6.8;12220;100.9;12.14;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
433;2020-03-18;10:00:00;16:30:00;A;1;1;S;Boat;GB;NA;NA;54.2542;13.29758;NA;NA;7.4;17:30:00;6.8;12220;100.9;12.14;NA;0;1;F;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
434;2020-03-18;10:00:00;16:30:00;A;1;1;S;Boat;GB;NA;NA;54.2542;13.29758;NA;NA;7.4;17:30:00;6.8;12220;100.9;12.14;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
435;2020-03-18;10:00:00;16:30:00;A;1;1;S;Boat;GB;NA;NA;54.2542;13.29758;NA;NA;7.4;17:30:00;6.8;12220;100.9;12.14;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
436;2020-03-19;NA;NA;R;0.64;20;M;Boat;P;NA;NA;NA;NA;NA;NA;7.8;10:17:00;2.4;4260;102.7;12.39;NA;0;0.64;NA;NA;NA;888,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
437;2020-03-19;19:00:00;07:00:00;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;7;11:00:00;8.7;15350;100.8;12.4;NA;0;1;NA;NA;NA;48,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
438;2020-03-20;13:52:00;15:45:00;A;1;1;S;Boat;VB;NA;NA;54.55629;13.12548;29;NA;NA;NA;8.7;15200;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
439;2020-03-20;13:52:00;15:45:00;A;1;1;S;Boat;VB;NA;NA;54.55629;13.12548;29;NA;NA;NA;8.7;15200;NA;NA;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
440;2020-03-17;16:15:00;19:00:00;A;2;49;S;Shore;GB;NA;NA;NA;NA;94;NA;8;19:00:00;8;14270;128.5;15.46;NA;0;2;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
441;2020-03-17;16:15:00;19:00:00;A;2;49;S;Shore;GB;NA;NA;NA;NA;94;NA;8;19:00:00;8;14270;128.5;15.46;NA;0;2;F;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
442;2020-03-20;15:20:00;16:50:00;E;NA;49;M;Boat;Duwenbeek;NA;NA;54.478321;13.279487;NA;NA;9;19:00:00;0.4;919;97.5;11.45;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
443;2020-03-25;09:00:00;09:20:00;E;NA;50;S;Boat;Beek;NA;NA;54.295692;13.410973;NA;NA;3.6;09:00:00;0.5;1082;86.1;12.01;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
444;2020-03-25;13:30:00;14:00:00;A;1;1;S;Shore;BAT;NA;NA;54.41693;12.95547;105;NA;7;15:35:00;9.3;16320;124.9;15.57;NA;0;1;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
445;2020-03-25;13:30:00;15:30:00;A;1;1;S;Shore;BAT;NA;NA;54.41693;12.95547;105;NA;7;15:35:00;9.3;16320;124.9;15.57;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
446;2020-03-25;13:30:00;15:30:00;A;1;1;S;Shore;BAT;NA;NA;54.41693;12.95547;105;NA;7;15:35:00;9.3;16320;124.9;15.57;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
447;2020-03-25;14:00:00;15:30:00;A;1;1;S;Boat;BAT;NA;NA;54.41693;12.95547;105;NA;7;15:35:00;9.3;16320;124.9;15.57;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
448;2020-03-24;09:50:00;10:35:00;E;NA;50;S;Boat;Duwenbeek;NA;NA;54.47893;13.267722;NA;NA;4.7;11:15:00;0.4;972;100.9;13.34;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
449;2020-03-24;14:15:00;15:15:00;E;NA;50;S;Boat;Sehrowbach;NA;NA;54.38206;13.26724;36;NA;6;15:00:00;0.5;1175;97.4;12.4;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
450;2020-03-24;NA;NA;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;NA;NA;6.5;18:10:00;8.2;16650;113.1;14.74;NA;0;1;NA;NA;NA;24,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
451;2020-03-16;NA;NA;R;0.96;16;NA;Boat;SB;NA;NA;NA;NA;NA;NA;6.2;11:50:00;8.3;14860;94.3;11.93;NA;0;0.96;NA;NA;NA;696,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
452;2020-03-26;NA;NA;S;4.32;16;NA;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;4.32;NA;NA;NA;12,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
453;2020-03-18;13:30:00;15:45:00;E;NA;49;M;Boat;Sehrowbach;NA;NA;54.38198;13.26729;96;NA;8.1;19:00:00;0.5;1152;85.3;10.21;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
454;2020-03-26;NA;NA;R;0.72;16;NA;Boat;SB;NA;NA;NA;NA;NA;NA;7.2;18:15:00;8.8;15610;119.2;14.69;NA;0;0.72;NA;NA;NA;672,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
455;2020-03-25;NA;NA;R;0.65;20;M;Boat;P;NA;NA;NA;NA;NA;NA;5;09:55:00;2.6;5090;114.1;14.98;NA;0;0.65;NA;NA;NA;936,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
456;2020-03-22;12:42:00;13:30:00;E;NA;1;S;Boat;Beek;54.29683;13.40562;54.29576;13.41071;31;32;6.1;12:40:00;0.7;1596;110.4;14.72;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
457;2020-03-21;13:00:00;14:00:00;A;2;1;S;Boat;GB;NA;NA;54.29044;13.4127;30;NA;8;15:30:00;0;NA;NA;NA;NA;0;2;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
458;2020-03-21;13:00:00;14:00:00;A;1;1;S;Boat;GB;NA;NA;54.29044;13.4127;30;NA;8;15:30:00;0;NA;NA;NA;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
459;2020-03-21;13:00:00;14:00:00;A;1;1;S;Boat;GB;NA;NA;54.29044;13.4127;30;NA;8;15:30:00;0;NA;NA;NA;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
460;2020-03-21;14:00:00;15:30:00;A;3;1;S;Boat;GB;NA;NA;54.29044;13.4127;30;NA;8;15:30:00;0;NA;NA;NA;NA;0;3;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
461;2020-03-21;14:00:00;15:30:00;A;1;1;S;Boat;GB;NA;NA;54.29044;13.4127;30;NA;8;15:30:00;0;NA;NA;NA;NA;0;1;F;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
462;2020-03-27;NA;NA;R;0.69;20;M;Boat;P;NA;NA;NA;NA;NA;NA;7.1;12:00:00;3;5620;137.3;16.84;NA;0;0.69;NA;NA;NA;480,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
463;2020-03-23;NA;NA;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;6.4;NA;8.4;14900;106.8;13.55;NA;0;1;NA;NA;NA;72,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
464;2020-03-23;NA;NA;R;0.66;20;M;Boat;P;NA;NA;NA;NA;NA;NA;5.2;10:00:00;2.7;5150;124;16.28;NA;0;0.66;NA;NA;NA;1344,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
465;2020-03-13;NA;NA;R;0.68;20;M;Boat;P;NA;NA;NA;NA;NA;NA;5.4;12:00:00;2.7;5220;105.2;13.25;NA;0;0.68;NA;NA;NA;288,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
466;2020-03-16;NA;NA;R;0.67;20;M;Boat;P;NA;NA;NA;NA;NA;NA;5.8;11:00:00;2.6;4960;120.8;15.28;NA;0;0.67;NA;NA;NA;960,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
467;2020-03-17;10:18:00;12:07:00;E;NA;1;S;Boat;Barthe;54.29974;12.72818;54.30994;12.70562;21;22;8.3;16:16:00;0.4;932;103.4;12.34;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
468;2020-03-17;NA;NA;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;6.5;13:30:00;8.6;15190;107.1;13.38;NA;0;1;NA;NA;NA;24,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
469;2020-03-16;11:30:00;12:30:00;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;6.5;18:15:00;8.2;14660;108.5;13.55;NA;0;1;NA;NA;NA;72,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
470;2020-03-20;14:00:00;06:00:00;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;NA;11:30:00;9.5;16690;NA;NA;NA;0;1;NA;NA;NA;24,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
471;2020-03-26;NA;NA;R;1;48;S;Boat;BEG;NA;NA;54.54338;13.37395;10;NA;7.1;15:00:00;8.3;14800;115.6;14.35;NA;0;1;NA;NA;NA;48,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
472;2020-03-26;08:50:00;12:00:00;E;NA;1;NA;Boat;Sehrowbach;54.38045;13.28531;54.38199;13.26737;109;108;4.5;08:20:00;0.5;1207;86.4;11.43;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
